C:\Users\oper\labQT\Lab2025\QTLab2526\SinglePhoton\VNA\CRIO_measures_new\PC2_1_1_P5_3PORT.son DE_EMBEDDED Lk=0.0
FREQUENCY (GHz), DB[Z33]-PC2_1_1_P5_3PORT
9.1,32.3362
9.15,32.061
9.2,31.7786
9.25,31.4885
9.3,31.1901
9.35,30.883
9.4,30.5665
9.45,30.24
9.5,29.9027
9.55,29.5537
9.6,29.1922
9.65,28.8171
9.7,28.4273
9.75,28.0214
9.8,27.5979
9.85,27.1551
9.9,26.691
9.95,26.2033
10,25.6893
10.05,25.1458
10.1,24.569
10.15,23.9544
10.2,23.2962
10.25,22.5877
10.3,21.8201
10.35,20.9823
10.4,20.0596
10.45,19.0324
10.5,17.8732
10.55,16.5423
10.6,14.9788
10.65,13.0827
10.7,10.6727
10.75,7.36722
10.8,2.15286
10.85,-6.82396
10.9,0.503381
10.95,6.3931
11,9.95008
11.05,12.4743
11.1,14.4261
11.15,16.0152
11.2,17.3544
11.25,18.5108
11.3,19.5279
11.35,20.4353
11.4,21.254
11.45,21.9997
11.5,22.6841
11.55,23.3164
11.6,23.9038
11.65,24.4521
11.7,24.9662
11.75,25.45
11.8,25.9068
11.85,26.3393
11.9,26.7501
11.95,27.1411
12,27.514
12.05,27.8706
12.1,28.212
12.15,28.5395
12.2,28.8542
12.25,29.157
12.3,29.4488
12.35,29.7302
12.4,30.0021
12.45,30.265
12.5,30.5194
12.55,30.766
12.6,31.0051
12.65,31.2371
12.7,31.4626
12.75,31.6818
12.8,31.895
12.85,32.1026
12.9,32.3048
12.95,32.502
13,32.6943
13.05,32.882
13.1,33.0653
13.15,33.2444
13.2,33.4195
13.25,33.5907
13.3,33.7583
13.35,33.9223
13.4,34.0829
13.45,34.2403
13.5,34.3945
13.55,34.5458
13.6,34.6941
13.65,34.8397
13.7,34.9825
13.75,35.1228
13.8,35.2606
13.85,35.396
13.9,35.5291
13.95,35.6599
14,35.7885
14.05,35.9151
14.1,36.0396
14.15,36.1621
14.2,36.2827
14.25,36.4015
14.3,36.5185
14.35,36.6337
14.4,36.7473
14.45,36.8592
14.5,36.9695
14.55,37.0783
14.6,37.1855
14.65,37.2914
14.7,37.3957
14.75,37.4987
14.8,37.6004
14.85,37.7007
14.9,37.7998
14.95,37.8976
15,37.9943
15.05,38.0897
15.1,38.184
15.15,38.2771
15.2,38.3692
15.25,38.4602
15.3,38.5501
15.35,38.6391
15.4,38.727
15.45,38.814
15.5,38.9
15.55,38.9851
15.6,39.0693
15.65,39.1526
15.7,39.235
15.75,39.3166
15.8,39.3974
15.85,39.4773
15.9,39.5565
15.95,39.6348
16,39.7125
16.05,39.7893
16.1,39.8655
16.15,39.9409
16.2,40.0156
16.25,40.0897
16.3,40.1631
16.35,40.2358
16.4,40.3079
16.45,40.3793
16.5,40.4501
16.55,40.5203
16.6,40.59
16.65,40.659
16.7,40.7275
16.75,40.7954
16.8,40.8627
16.85,40.9295
16.9,40.9958
16.95,41.0615
17,41.1268
17.05,41.1915
17.1,41.2558
17.15,41.3195
17.2,41.3828
17.25,41.4456
17.3,41.5079
17.35,41.5698
17.4,41.6313
17.45,41.6923
17.5,41.7529
17.55,41.8131
17.6,41.8729
17.65,41.9322
17.7,41.9912
17.75,42.0497
17.8,42.1079
17.85,42.1657
17.9,42.2232
17.95,42.2802
18,42.3369
18.05,42.3933
18.1,42.4493
18.15,42.505
18.2,42.5604
18.25,42.6154
18.3,42.6701
18.35,42.7245
18.4,42.7786
18.45,42.8324
18.5,42.8859
18.55,42.9391
18.6,42.992
18.65,43.0447
18.7,43.0971
18.75,43.1492
18.8,43.201
18.85,43.2526
18.9,43.304
18.95,43.3551
19,43.406
19.05,43.4567
19.1,43.5072
19.15,43.5574
19.2,43.6074
19.25,43.6572
19.3,43.7069
19.35,43.7563
19.4,43.8056
19.45,43.8547
19.5,43.9036
19.55,43.9524
19.6,44.0011
19.65,44.0496
19.7,44.098
19.75,44.1463
19.8,44.1944
19.85,44.2426
19.9,44.2906
19.95,44.3386
20,44.3865
C:\Users\oper\labQT\Lab2025\QTLab2526\SinglePhoton\VNA\CRIO_measures_new\PC2_1_1_P5_3PORT.son DE_EMBEDDED Lk=9.0
FREQUENCY (GHz), DB[Z33]-PC2_1_1_P5_3PORT
2,55.5798
2.05,55.349
2.1,55.1229
2.15,54.9013
2.2,54.6839
2.25,54.4706
2.3,54.2612
2.35,54.0554
2.4,53.8531
2.45,53.6541
2.5,53.4582
2.55,53.2654
2.6,53.0754
2.65,52.8882
2.7,52.7037
2.75,52.5216
2.8,52.3419
2.85,52.1645
2.9,51.9892
2.95,51.8161
3,51.645
3.05,51.4758
3.1,51.3084
3.15,51.1427
3.2,50.9788
3.25,50.8164
3.3,50.6556
3.35,50.4962
3.4,50.3383
3.45,50.1816
3.5,50.0263
3.55,49.8722
3.6,49.7193
3.65,49.5674
3.7,49.4167
3.75,49.2669
3.8,49.1181
3.85,48.9702
3.9,48.8232
3.95,48.6771
4,48.5317
4.05,48.387
4.1,48.2431
4.15,48.0998
4.2,47.9572
4.25,47.8151
4.3,47.6736
4.35,47.5326
4.4,47.3921
4.45,47.252
4.5,47.1124
4.55,46.9731
4.6,46.8342
4.65,46.6955
4.7,46.5572
4.75,46.4191
4.8,46.2812
4.85,46.1435
4.9,46.0059
4.95,45.8685
5,45.7311
5.05,45.5939
5.1,45.4566
5.15,45.3194
5.2,45.1821
5.25,45.0448
5.3,44.9074
5.35,44.7699
5.4,44.6322
5.45,44.4943
5.5,44.3563
5.55,44.218
5.6,44.0795
5.65,43.9406
5.7,43.8014
5.75,43.6619
5.8,43.522
5.85,43.3817
5.9,43.2409
5.95,43.0996
6,42.9578
6.05,42.8154
6.1,42.6725
6.15,42.529
6.2,42.3848
6.25,42.2399
6.3,42.0942
6.35,41.9478
6.4,41.8006
6.45,41.6526
6.5,41.5037
6.55,41.3538
6.6,41.203
6.65,41.0512
6.7,40.8983
6.75,40.7443
6.8,40.5891
6.85,40.4328
6.9,40.2752
6.95,40.1163
7,39.956
7.05,39.7944
7.1,39.6312
7.15,39.4665
7.2,39.3002
7.25,39.1323
7.3,38.9626
7.35,38.7911
7.4,38.6177
7.45,38.4424
7.5,38.2651
7.55,38.0856
7.6,37.9039
7.65,37.7198
7.7,37.5334
7.75,37.3445
7.8,37.153
7.85,36.9587
7.9,36.7616
7.95,36.5615
8,36.3582
8.05,36.1517
8.1,35.9419
8.15,35.7284
8.2,35.5112
8.25,35.2901
8.3,35.0648
8.35,34.8352
8.4,34.6011
8.45,34.3622
8.5,34.1182
8.55,33.869
8.6,33.6141
8.65,33.3533
8.7,33.0862
8.75,32.8124
8.8,32.5316
8.85,32.2433
8.9,31.947
8.95,31.6422
9,31.3282
9.05,31.0045
9.1,30.6703
9.15,30.3248
9.2,29.9672
9.25,29.5964
9.3,29.2114
9.35,28.8108
9.4,28.3933
9.45,27.9572
9.5,27.5005
9.55,27.0213
9.6,26.5168
9.65,25.9842
9.7,25.4198
9.75,24.8194
9.8,24.1779
9.85,23.4888
9.9,22.7443
9.95,21.9342
10,21.0454
10.05,20.0604
10.1,18.9552
10.15,17.6954
10.2,16.2298
10.25,14.4764
10.3,12.2928
10.35,9.39788
10.4,5.11372
10.45,-2.67553
10.5,-2.58614
10.55,5.11219
10.6,9.33858
10.65,12.1867
10.7,14.3275
10.75,16.04
10.8,17.4658
10.85,18.6863
10.9,19.7528
10.95,20.6992
11,21.5496
11.05,22.3214
11.1,23.0277
11.15,23.6786
11.2,24.282
11.25,24.8443
11.3,25.3706
11.35,25.8651
11.4,26.3314
11.45,26.7725
11.5,27.1909
11.55,27.5887
11.6,27.9679
11.65,28.3301
11.7,28.6767
11.75,29.009
11.8,29.328
11.85,29.6348
11.9,29.9302
11.95,30.2151
12,30.4901
12.05,30.756
12.1,31.0131
12.15,31.2622
12.2,31.5037
12.25,31.738
12.3,31.9655
12.35,32.1866
12.4,32.4017
12.45,32.611
12.5,32.8148
12.55,33.0135
12.6,33.2073
12.65,33.3963
12.7,33.5809
12.75,33.7612
12.8,33.9375
12.85,34.1098
12.9,34.2783
12.95,34.4433
13,34.6049
13.05,34.7631
13.1,34.9182
13.15,35.0703
13.2,35.2194
13.25,35.3656
13.3,35.5092
13.35,35.6502
13.4,35.7886
13.45,35.9246
13.5,36.0582
13.55,36.1896
13.6,36.3187
13.65,36.4458
13.7,36.5707
13.75,36.6937
13.8,36.8148
13.85,36.934
13.9,37.0513
13.95,37.167
14,37.2809
14.05,37.3931
14.1,37.5038
14.15,37.6129
14.2,37.7205
14.25,37.8266
14.3,37.9312
14.35,38.0345
14.4,38.1364
14.45,38.237
14.5,38.3363
14.55,38.4344
14.6,38.5312
14.65,38.6269
14.7,38.7213
14.75,38.8147
14.8,38.907
14.85,38.9981
14.9,39.0883
14.95,39.1774
15,39.2655
15.05,39.3526
15.1,39.4388
15.15,39.524
15.2,39.6083
15.25,39.6917
15.3,39.7743
15.35,39.856
15.4,39.9369
15.45,40.017
15.5,40.0962
15.55,40.1747
15.6,40.2524
15.65,40.3294
15.7,40.4056
15.75,40.4811
15.8,40.556
15.85,40.6301
15.9,40.7035
15.95,40.7763
16,40.8485
16.05,40.92
16.1,40.9909
16.15,41.0612
16.2,41.1308
16.25,41.1999
16.3,41.2684
16.35,41.3364
16.4,41.4038
16.45,41.4706
16.5,41.537
16.55,41.6027
16.6,41.668
16.65,41.7328
16.7,41.7971
16.75,41.8609
16.8,41.9242
16.85,41.987
16.9,42.0494
16.95,42.1113
17,42.1728
17.05,42.2338
17.1,42.2945
17.15,42.3547
17.2,42.4144
17.25,42.4738
17.3,42.5328
17.35,42.5914
17.4,42.6496
17.45,42.7074
17.5,42.7648
17.55,42.8219
17.6,42.8786
17.65,42.9349
17.7,42.9909
17.75,43.0466
17.8,43.1019
17.85,43.1569
17.9,43.2116
17.95,43.266
18,43.32
18.05,43.3737
18.1,43.4271
18.15,43.4803
18.2,43.5331
18.25,43.5857
18.3,43.6379
18.35,43.6899
18.4,43.7417
18.45,43.7931
18.5,43.8443
18.55,43.8953
18.6,43.946
18.65,43.9964
18.7,44.0466
18.75,44.0966
18.8,44.1464
18.85,44.1959
18.9,44.2452
18.95,44.2943
19,44.3432
19.05,44.3919
19.1,44.4404
19.15,44.4887
19.2,44.5368
19.25,44.5848
19.3,44.6326
19.35,44.6802
19.4,44.7277
19.45,44.7751
19.5,44.8223
19.55,44.8694
19.6,44.9164
19.65,44.9633
19.7,45.0101
19.75,45.0568
19.8,45.1035
19.85,45.1502
19.9,45.1969
19.95,45.2435
20,45.2902
C:\Users\oper\labQT\Lab2025\QTLab2526\SinglePhoton\VNA\CRIO_measures_new\PC2_1_1_P5_3PORT.son DE_EMBEDDED Lk=10.0
FREQUENCY (GHz), DB[Z33]-PC2_1_1_P5_3PORT
2,55.5573
2.05,55.3253
2.1,55.098
2.15,54.8751
2.2,54.6565
2.25,54.4418
2.3,54.231
2.35,54.0238
2.4,53.8201
2.45,53.6196
2.5,53.4223
2.55,53.2279
2.6,53.0363
2.65,52.8475
2.7,52.6612
2.75,52.4774
2.8,52.296
2.85,52.1168
2.9,51.9398
2.95,51.7647
3,51.5917
3.05,51.4205
3.1,51.2511
3.15,51.0834
3.2,50.9174
3.25,50.7529
3.3,50.5898
3.35,50.4282
3.4,50.268
3.45,50.109
3.5,49.9513
3.55,49.7947
3.6,49.6392
3.65,49.4849
3.7,49.3315
3.75,49.179
3.8,49.0275
3.85,48.8769
3.9,48.727
3.95,48.5779
4,48.4296
4.05,48.2819
4.1,48.1348
4.15,47.9884
4.2,47.8425
4.25,47.6971
4.3,47.5522
4.35,47.4078
4.4,47.2637
4.45,47.1201
4.5,46.9767
4.55,46.8337
4.6,46.6909
4.65,46.5483
4.7,46.4059
4.75,46.2637
4.8,46.1216
4.85,45.9796
4.9,45.8376
4.95,45.6957
5,45.5538
5.05,45.4118
5.1,45.2698
5.15,45.1276
5.2,44.9853
5.25,44.8428
5.3,44.7002
5.35,44.5573
5.4,44.4141
5.45,44.2706
5.5,44.1267
5.55,43.9825
5.6,43.8379
5.65,43.6929
5.7,43.5474
5.75,43.4013
5.8,43.2547
5.85,43.1075
5.9,42.9597
5.95,42.8113
6,42.6621
6.05,42.5122
6.1,42.3615
6.15,42.21
6.2,42.0576
6.25,41.9043
6.3,41.75
6.35,41.5947
6.4,41.4384
6.45,41.281
6.5,41.1225
6.55,40.9627
6.6,40.8017
6.65,40.6394
6.7,40.4757
6.75,40.3106
6.8,40.144
6.85,39.9758
6.9,39.8061
6.95,39.6346
7,39.4614
7.05,39.2863
7.1,39.1094
7.15,38.9304
7.2,38.7494
7.25,38.5661
7.3,38.3807
7.35,38.1928
7.4,38.0025
7.45,37.8097
7.5,37.6141
7.55,37.4157
7.6,37.2144
7.65,37.01
7.7,36.8024
7.75,36.5915
7.8,36.377
7.85,36.1588
7.9,35.9368
7.95,35.7106
8,35.4802
8.05,35.2453
8.1,35.0057
8.15,34.7611
8.2,34.5112
8.25,34.2558
8.3,33.9945
8.35,33.727
8.4,33.4529
8.45,33.1719
8.5,32.8834
8.55,32.587
8.6,32.2821
8.65,31.9682
8.7,31.6447
8.75,31.3108
8.8,30.9658
8.85,30.6088
8.9,30.2387
8.95,29.8546
9,29.4551
9.05,29.0389
9.1,28.6043
9.15,28.1495
9.2,27.6724
9.25,27.1705
9.3,26.6408
9.35,26.0799
9.4,25.4836
9.45,24.8469
9.5,24.1637
9.55,23.4261
9.6,22.6245
9.65,21.7461
9.7,20.7741
9.75,19.6855
9.8,18.4476
9.85,17.0119
9.9,15.3016
9.95,13.1848
10,10.4059
10.05,6.3661
10.1,-0.806049
10.15,-3.61111
10.2,4.91949
10.25,9.44318
10.3,12.4238
10.35,14.6384
10.4,16.3977
10.45,17.8557
10.5,19.0996
10.55,20.1838
10.6,21.144
10.65,22.0055
10.7,22.7863
10.75,23.5002
10.8,24.1574
10.85,24.7661
10.9,25.333
10.95,25.8632
11,26.3612
11.05,26.8305
11.1,27.2743
11.15,27.695
11.2,28.095
11.25,28.4761
11.3,28.8399
11.35,29.188
11.4,29.5216
11.45,29.8419
11.5,30.1498
11.55,30.4462
11.6,30.732
11.65,31.0078
11.7,31.2744
11.75,31.5322
11.8,31.7819
11.85,32.024
11.9,32.2588
11.95,32.4867
12,32.7083
12.05,32.9237
12.1,33.1334
12.15,33.3376
12.2,33.5365
12.25,33.7306
12.3,33.9199
12.35,34.1046
12.4,34.2851
12.45,34.4615
12.5,34.634
12.55,34.8027
12.6,34.9678
12.65,35.1295
12.7,35.2878
12.75,35.443
12.8,35.5951
12.85,35.7443
12.9,35.8906
12.95,36.0342
13,36.1752
13.05,36.3136
13.1,36.4496
13.15,36.5833
13.2,36.7146
13.25,36.8438
13.3,36.9708
13.35,37.0958
13.4,37.2187
13.45,37.3398
13.5,37.4589
13.55,37.5763
13.6,37.6918
13.65,37.8057
13.7,37.9179
13.75,38.0285
13.8,38.1376
13.85,38.2451
13.9,38.3512
13.95,38.4558
14,38.559
14.05,38.6609
14.1,38.7614
14.15,38.8606
14.2,38.9586
14.25,39.0554
14.3,39.151
14.35,39.2454
14.4,39.3387
14.45,39.4309
14.5,39.522
14.55,39.6121
14.6,39.7011
14.65,39.7891
14.7,39.8762
14.75,39.9623
14.8,40.0475
14.85,40.1317
14.9,40.2151
14.95,40.2976
15,40.3792
15.05,40.4601
15.1,40.5401
15.15,40.6193
15.2,40.6977
15.25,40.7753
15.3,40.8522
15.35,40.9284
15.4,41.0039
15.45,41.0786
15.5,41.1527
15.55,41.2261
15.6,41.2989
15.65,41.3709
15.7,41.4424
15.75,41.5132
15.8,41.5835
15.85,41.6531
15.9,41.7221
15.95,41.7906
16,41.8585
16.05,41.9259
16.1,41.9927
16.15,42.0589
16.2,42.1247
16.25,42.1899
16.3,42.2547
16.35,42.3189
16.4,42.3827
16.45,42.4459
16.5,42.5087
16.55,42.5711
16.6,42.633
16.65,42.6944
16.7,42.7554
16.75,42.816
16.8,42.8761
16.85,42.9359
16.9,42.9952
16.95,43.0541
17,43.1127
17.05,43.1708
17.1,43.2286
17.15,43.286
17.2,43.343
17.25,43.3997
17.3,43.456
17.35,43.5119
17.4,43.5675
17.45,43.6228
17.5,43.6778
17.55,43.7324
17.6,43.7867
17.65,43.8406
17.7,43.8943
17.75,43.9476
17.8,44.0007
17.85,44.0535
17.9,44.1059
17.95,44.1581
18,44.21
18.05,44.2616
18.1,44.313
18.15,44.3641
18.2,44.4149
18.25,44.4655
18.3,44.5158
18.35,44.5659
18.4,44.6157
18.45,44.6653
18.5,44.7147
18.55,44.7638
18.6,44.8127
18.65,44.8614
18.7,44.9099
18.75,44.9582
18.8,45.0063
18.85,45.0542
18.9,45.102
18.95,45.1495
19,45.1968
19.05,45.244
19.1,45.291
19.15,45.3379
19.2,45.3846
19.25,45.4312
19.3,45.4776
19.35,45.5238
19.4,45.57
19.45,45.616
19.5,45.662
19.55,45.7078
19.6,45.7535
19.65,45.7992
19.7,45.8448
19.75,45.8904
19.8,45.9359
19.85,45.9814
19.9,46.0269
19.95,46.0724
20,46.1179
C:\Users\oper\labQT\Lab2025\QTLab2526\SinglePhoton\VNA\CRIO_measures_new\PC2_1_1_P5_3PORT.son DE_EMBEDDED Lk=11.0
FREQUENCY (GHz), DB[Z33]-PC2_1_1_P5_3PORT
2,55.5347
2.05,55.3014
2.1,55.0728
2.15,54.8487
2.2,54.6287
2.25,54.4127
2.3,54.2005
2.35,53.9919
2.4,53.7867
2.45,53.5848
2.5,53.3859
2.55,53.19
2.6,52.9969
2.65,52.8064
2.7,52.6185
2.75,52.433
2.8,52.2499
2.85,52.0689
2.9,51.89
2.95,51.7131
3,51.5382
3.05,51.365
3.1,51.1937
3.15,51.0239
3.2,50.8557
3.25,50.6891
3.3,50.5239
3.35,50.36
3.4,50.1974
3.45,50.0361
3.5,49.876
3.55,49.7169
3.6,49.559
3.65,49.402
3.7,49.2459
3.75,49.0908
3.8,48.9365
3.85,48.783
3.9,48.6303
3.95,48.4782
4,48.3268
4.05,48.176
4.1,48.0258
4.15,47.8761
4.2,47.7269
4.25,47.5781
4.3,47.4298
4.35,47.2818
4.4,47.1341
4.45,46.9867
4.5,46.8395
4.55,46.6926
4.6,46.5458
4.65,46.3991
4.7,46.2526
4.75,46.1061
4.8,45.9596
4.85,45.8131
4.9,45.6666
4.95,45.52
5,45.3733
5.05,45.2264
5.1,45.0793
5.15,44.932
5.2,44.7844
5.25,44.6365
5.3,44.4883
5.35,44.3397
5.4,44.1907
5.45,44.0413
5.5,43.8913
5.55,43.7409
5.6,43.5898
5.65,43.4382
5.7,43.2859
5.75,43.1329
5.8,42.9792
5.85,42.8247
5.9,42.6694
5.95,42.5132
6,42.3561
6.05,42.198
6.1,42.039
6.15,41.8788
6.2,41.7176
6.25,41.5552
6.3,41.3916
6.35,41.2267
6.4,41.0604
6.45,40.8928
6.5,40.7237
6.55,40.553
6.6,40.3808
6.65,40.2069
6.7,40.0313
6.75,39.8539
6.8,39.6745
6.85,39.4932
6.9,39.3098
6.95,39.1243
7,38.9365
7.05,38.7464
7.1,38.5538
7.15,38.3586
7.2,38.1607
7.25,37.9601
7.3,37.7565
7.35,37.5498
7.4,37.3399
7.45,37.1266
7.5,36.9098
7.55,36.6893
7.6,36.4649
7.65,36.2364
7.7,36.0036
7.75,35.7662
7.8,35.5242
7.85,35.277
7.9,35.0246
7.95,34.7666
8,34.5026
8.05,34.2324
8.1,33.9555
8.15,33.6716
8.2,33.3801
8.25,33.0806
8.3,32.7726
8.35,32.4554
8.4,32.1285
8.45,31.791
8.5,31.4422
8.55,31.0811
8.6,30.7069
8.65,30.3182
8.7,29.914
8.75,29.4926
8.8,29.0525
8.85,28.5918
8.9,28.1081
8.95,27.599
9,27.0614
9.05,26.4917
9.1,25.8855
9.15,25.2376
9.2,24.5414
9.25,23.7888
9.3,22.9695
9.35,22.0699
9.4,21.0718
9.45,19.9505
9.5,18.6702
9.55,17.177
9.6,15.3843
9.65,13.1396
9.7,10.1356
9.75,5.60403
9.8,-2.96986
9.85,-0.559618
9.9,6.72948
9.95,10.773
10,13.5315
10.05,15.6195
10.1,17.2971
10.15,18.698
10.2,19.8998
10.25,20.9515
10.3,21.886
10.35,22.7265
10.4,23.4899
10.45,24.189
10.5,24.8336
10.55,25.4314
10.6,25.9886
10.65,26.5103
10.7,27.0007
10.75,27.4632
10.8,27.9008
10.85,28.316
10.9,28.7108
10.95,29.0872
11,29.4467
11.05,29.7908
11.1,30.1206
11.15,30.4374
11.2,30.7421
11.25,31.0354
11.3,31.3184
11.35,31.5915
11.4,31.8555
11.45,32.1109
11.5,32.3584
11.55,32.5982
11.6,32.8309
11.65,33.0569
11.7,33.2766
11.75,33.4903
11.8,33.6982
11.85,33.9007
11.9,34.0981
11.95,34.2906
12,34.4785
12.05,34.6618
12.1,34.841
12.15,35.0161
12.2,35.1873
12.25,35.3548
12.3,35.5187
12.35,35.6793
12.4,35.8365
12.45,35.9906
12.5,36.1417
12.55,36.2899
12.6,36.4353
12.65,36.5779
12.7,36.718
12.75,36.8556
12.8,36.9907
12.85,37.1235
12.9,37.2541
12.95,37.3825
13,37.5087
13.05,37.6329
13.1,37.7552
13.15,37.8755
13.2,37.994
13.25,38.1107
13.3,38.2256
13.35,38.3388
13.4,38.4504
13.45,38.5605
13.5,38.6689
13.55,38.7759
13.6,38.8814
13.65,38.9854
13.7,39.0881
13.75,39.1895
13.8,39.2895
13.85,39.3882
13.9,39.4858
13.95,39.5821
14,39.6772
14.05,39.7711
14.1,39.864
14.15,39.9558
14.2,40.0464
14.25,40.1361
14.3,40.2247
14.35,40.3124
14.4,40.399
14.45,40.4848
14.5,40.5696
14.55,40.6535
14.6,40.7365
14.65,40.8186
14.7,40.8999
14.75,40.9804
14.8,41.0601
14.85,41.139
14.9,41.2171
14.95,41.2944
15,41.371
15.05,41.4469
15.1,41.5221
15.15,41.5966
15.2,41.6704
15.25,41.7435
15.3,41.816
15.35,41.8878
15.4,41.959
15.45,42.0296
15.5,42.0996
15.55,42.1689
15.6,42.2377
15.65,42.306
15.7,42.3736
15.75,42.4408
15.8,42.5073
15.85,42.5734
15.9,42.6389
15.95,42.7039
16,42.7685
16.05,42.8325
16.1,42.896
16.15,42.9591
16.2,43.0217
16.25,43.0839
16.3,43.1455
16.35,43.2068
16.4,43.2676
16.45,43.328
16.5,43.388
16.55,43.4475
16.6,43.5067
16.65,43.5654
16.7,43.6238
16.75,43.6818
16.8,43.7394
16.85,43.7966
16.9,43.8535
16.95,43.91
17,43.9661
17.05,44.0219
17.1,44.0774
17.15,44.1325
17.2,44.1873
17.25,44.2418
17.3,44.2959
17.35,44.3498
17.4,44.4033
17.45,44.4565
17.5,44.5094
17.55,44.562
17.6,44.6144
17.65,44.6664
17.7,44.7182
17.75,44.7697
17.8,44.8209
17.85,44.8719
17.9,44.9226
17.95,44.9731
18,45.0233
18.05,45.0732
18.1,45.1229
18.15,45.1724
18.2,45.2217
18.25,45.2707
18.3,45.3195
18.35,45.368
18.4,45.4164
18.45,45.4645
18.5,45.5125
18.55,45.5602
18.6,45.6077
18.65,45.6551
18.7,45.7023
18.75,45.7492
18.8,45.796
18.85,45.8427
18.9,45.8891
18.95,45.9354
19,45.9816
19.05,46.0276
19.1,46.0734
19.15,46.1191
19.2,46.1647
19.25,46.2102
19.3,46.2555
19.35,46.3007
19.4,46.3458
19.45,46.3908
19.5,46.4357
19.55,46.4805
19.6,46.5253
19.65,46.57
19.7,46.6147
19.75,46.6593
19.8,46.7039
19.85,46.7485
19.9,46.7931
19.95,46.8377
20,46.8824
C:\Users\oper\labQT\Lab2025\QTLab2526\SinglePhoton\VNA\CRIO_measures_new\PC2_1_1_P5_3PORT.son DE_EMBEDDED Lk=12.0
FREQUENCY (GHz), DB[Z33]-PC2_1_1_P5_3PORT
2,55.5121
2.05,55.2777
2.1,55.0479
2.15,54.8225
2.2,54.6012
2.25,54.3839
2.3,54.1704
2.35,53.9604
2.4,53.7537
2.45,53.5502
2.5,53.3498
2.55,53.1523
2.6,52.9576
2.65,52.7654
2.7,52.5758
2.75,52.3885
2.8,52.2035
2.85,52.0207
2.9,51.8399
2.95,51.6611
3,51.4841
3.05,51.309
3.1,51.1355
3.15,50.9636
3.2,50.7932
3.25,50.6243
3.3,50.4568
3.35,50.2906
3.4,50.1256
3.45,49.9619
3.5,49.7992
3.55,49.6376
3.6,49.477
3.65,49.3173
3.7,49.1586
3.75,49.0006
3.8,48.8435
3.85,48.687
3.9,48.5313
3.95,48.3762
4,48.2216
4.05,48.0676
4.1,47.9142
4.15,47.7611
4.2,47.6085
4.25,47.4562
4.3,47.3042
4.35,47.1525
4.4,47.0011
4.45,46.8499
4.5,46.6988
4.55,46.5478
4.6,46.3969
4.65,46.246
4.7,46.0952
4.75,45.9442
4.8,45.7933
4.85,45.6421
4.9,45.4909
4.95,45.3394
5,45.1877
5.05,45.0357
5.1,44.8834
5.15,44.7307
5.2,44.5776
5.25,44.4241
5.3,44.2701
5.35,44.1156
5.4,43.9605
5.45,43.8048
5.5,43.6484
5.55,43.4913
5.6,43.3335
5.65,43.1749
5.7,43.0155
5.75,42.8551
5.8,42.6939
5.85,42.5316
5.9,42.3683
5.95,42.2038
6,42.0383
6.05,41.8715
6.1,41.7034
6.15,41.534
6.2,41.3632
6.25,41.191
6.3,41.0172
6.35,40.8418
6.4,40.6647
6.45,40.4859
6.5,40.3052
6.55,40.1227
6.6,39.9381
6.65,39.7514
6.7,39.5626
6.75,39.3714
6.8,39.1779
6.85,38.9818
6.9,38.7832
6.95,38.5818
7,38.3775
7.05,38.1702
7.1,37.9598
7.15,37.746
7.2,37.5289
7.25,37.308
7.3,37.0834
7.35,36.8548
7.4,36.622
7.45,36.3847
7.5,36.1427
7.55,35.8959
7.6,35.6438
7.65,35.3863
7.7,35.1229
7.75,34.8534
7.8,34.5774
7.85,34.2945
7.9,34.0042
7.95,33.7061
8,33.3996
8.05,33.0842
8.1,32.7592
8.15,32.424
8.2,32.0777
8.25,31.7194
8.3,31.3483
8.35,30.9632
8.4,30.5629
8.45,30.1459
8.5,29.7108
8.55,29.2556
8.6,28.7783
8.65,28.2764
8.7,27.7469
8.75,27.1865
8.8,26.5911
8.85,25.9557
8.9,25.2742
8.95,24.539
9,23.7405
9.05,22.8662
9.1,21.8997
9.15,20.8184
9.2,19.5904
9.25,18.1685
9.3,16.4783
9.35,14.3928
9.4,11.6676
9.45,7.73616
9.5,0.815687
9.55,-3.66687
9.6,5.50341
9.65,10.2181
9.7,13.2774
9.75,15.534
9.8,17.319
9.85,18.7941
9.9,20.0502
9.95,21.1433
10,22.1103
10.05,22.977
10.1,23.7619
10.15,24.479
10.2,25.1388
10.25,25.7497
10.3,26.3183
10.35,26.8499
10.4,27.349
10.45,27.8192
10.5,28.2636
10.55,28.6849
10.6,29.0853
10.65,29.4666
10.7,29.8307
10.75,30.1789
10.8,30.5126
10.85,30.8328
10.9,31.1406
10.95,31.437
11,31.7226
11.05,31.9983
11.1,32.2646
11.15,32.5222
11.2,32.7716
11.25,33.0134
11.3,33.2479
11.35,33.4755
11.4,33.6967
11.45,33.9118
11.5,34.1211
11.55,34.325
11.6,34.5236
11.65,34.7172
11.7,34.9061
11.75,35.0905
11.8,35.2706
11.85,35.4466
11.9,35.6187
11.95,35.787
12,35.9518
12.05,36.113
12.1,36.271
12.15,36.4258
12.2,36.5775
12.25,36.7263
12.3,36.8722
12.35,37.0154
12.4,37.1561
12.45,37.2941
12.5,37.4298
12.55,37.563
12.6,37.694
12.65,37.8228
12.7,37.9495
12.75,38.0741
12.8,38.1967
12.85,38.3174
12.9,38.4362
12.95,38.5532
13,38.6685
13.05,38.782
13.1,38.8939
