C:\Users\oper\labQT\Lab2025\QTLab2526\SinglePhoton\VNA\CRIO_measures_new\Photon_Count_2_V5_PC_2_1_1_PIXEL3_2PORT_longsim.son DE_EMBEDDED Lk=0.0
FREQUENCY (GHz), DB[S21]-Photon_Count_2_V5_PC_2_1_1_PIXEL3_2PORT_longsim
14.648,-0.234159
14.65,-0.233775
14.652,-0.233392
14.654,-0.233009
14.656,-0.232626
14.658,-0.232244
14.66,-0.231863
14.662,-0.231483
14.664,-0.231102
14.666,-0.230723
14.668,-0.230344
14.67,-0.229966
14.672,-0.229588
14.674,-0.229211
14.676,-0.228835
14.678,-0.228459
14.68,-0.228084
14.682,-0.227709
14.684,-0.227335
14.686,-0.226962
14.688,-0.226589
14.69,-0.226217
14.692,-0.225845
14.694,-0.225474
14.696,-0.225104
14.698,-0.224735
14.7,-0.224366
14.702,-0.223998
14.704,-0.22363
14.706,-0.223263
14.708,-0.222897
14.71,-0.222531
14.712,-0.222166
14.714,-0.221802
14.716,-0.221439
14.718,-0.221076
14.72,-0.220714
14.722,-0.220352
14.724,-0.219992
14.726,-0.219632
14.728,-0.219272
14.73,-0.218914
14.732,-0.218556
14.734,-0.218199
14.736,-0.217842
14.738,-0.217487
14.74,-0.217132
14.742,-0.216778
14.744,-0.216424
14.746,-0.216072
14.748,-0.21572
14.75,-0.215369
14.752,-0.215019
14.754,-0.214669
14.756,-0.21432
14.758,-0.213973
14.76,-0.213626
14.762,-0.213279
14.764,-0.212934
14.766,-0.212589
14.768,-0.212246
14.77,-0.211903
14.772,-0.211561
14.774,-0.21122
14.776,-0.210879
14.778,-0.21054
14.78,-0.210201
14.782,-0.209864
14.784,-0.209527
14.786,-0.209191
14.788,-0.208857
14.79,-0.208523
14.792,-0.20819
14.794,-0.207858
14.796,-0.207527
14.798,-0.207197
14.8,-0.206867
14.802,-0.206539
14.804,-0.206212
14.806,-0.205886
14.808,-0.205561
14.81,-0.205237
14.812,-0.204914
14.814,-0.204593
14.816,-0.204272
14.818,-0.203952
14.82,-0.203634
14.822,-0.203316
14.824,-0.203
14.826,-0.202685
14.828,-0.202371
14.83,-0.202058
14.832,-0.201746
14.834,-0.201436
14.836,-0.201127
14.838,-0.200819
14.84,-0.200512
14.842,-0.200207
14.844,-0.199903
14.846,-0.1996
14.848,-0.199299
14.85,-0.198999
14.852,-0.1987
14.854,-0.198403
14.856,-0.198107
14.858,-0.197812
14.86,-0.197519
14.862,-0.197228
14.864,-0.196938
14.866,-0.196649
14.868,-0.196363
14.87,-0.196077
14.872,-0.195793
14.874,-0.195511
14.876,-0.195231
14.878,-0.194952
14.88,-0.194675
14.882,-0.1944
14.884,-0.194127
14.886,-0.193855
14.888,-0.193585
14.89,-0.193317
14.892,-0.193051
14.894,-0.192787
14.896,-0.192525
14.898,-0.192265
14.9,-0.192007
14.902,-0.191751
14.904,-0.191498
14.906,-0.191246
14.908,-0.190997
14.91,-0.19075
14.912,-0.190506
14.914,-0.190263
14.916,-0.190024
14.918,-0.189786
14.92,-0.189552
14.922,-0.18932
14.924,-0.18909
14.926,-0.188864
14.928,-0.18864
14.93,-0.188419
14.932,-0.188201
14.934,-0.187985
14.936,-0.187773
14.938,-0.187564
14.94,-0.187359
14.942,-0.187156
14.944,-0.186958
14.946,-0.186762
14.948,-0.18657
14.95,-0.186382
14.952,-0.186197
14.954,-0.186017
14.956,-0.18584
14.958,-0.185668
14.96,-0.185499
14.962,-0.185335
14.964,-0.185176
14.966,-0.185021
14.968,-0.18487
14.97,-0.184725
14.972,-0.184584
14.974,-0.184449
14.976,-0.184319
14.978,-0.184194
14.98,-0.184075
14.982,-0.183962
14.984,-0.183855
14.986,-0.183754
14.988,-0.18366
14.99,-0.183572
14.992,-0.183491
14.994,-0.183417
14.996,-0.183351
14.998,-0.183292
15,-0.183434
15.0005,-0.183422
15.001,-0.183411
15.0015,-0.183401
15.002,-0.183391
15.0025,-0.183381
15.003,-0.183372
15.0035,-0.183363
15.004,-0.183355
15.0045,-0.183348
15.005,-0.183341
15.0055,-0.183335
15.006,-0.183329
15.0065,-0.183324
15.007,-0.183319
15.0075,-0.183315
15.008,-0.183312
15.0085,-0.183309
15.009,-0.183307
15.0095,-0.183305
15.01,-0.183304
15.0105,-0.183304
15.011,-0.183304
15.0115,-0.183305
15.012,-0.183306
15.0125,-0.183308
15.013,-0.183311
15.0135,-0.183315
15.014,-0.183319
15.0145,-0.183323
15.015,-0.183329
15.0155,-0.183335
15.016,-0.183342
15.0165,-0.183349
15.017,-0.183357
15.0175,-0.183366
15.018,-0.183376
15.0185,-0.183386
15.019,-0.183397
15.0195,-0.183408
15.02,-0.183421
15.0205,-0.183434
15.021,-0.183448
15.0215,-0.183463
15.022,-0.183478
15.0225,-0.183494
15.023,-0.183512
15.0235,-0.183529
15.024,-0.183548
15.0245,-0.183567
15.025,-0.183588
15.0255,-0.183609
15.026,-0.183631
15.0265,-0.183654
15.027,-0.183677
15.0275,-0.183702
15.028,-0.183727
15.0285,-0.183753
15.029,-0.18378
15.0295,-0.183808
15.03,-0.183837
15.0305,-0.183867
15.031,-0.183898
15.0315,-0.18393
15.032,-0.183962
15.0325,-0.183996
15.033,-0.184031
15.0335,-0.184066
15.034,-0.184103
15.0345,-0.18414
15.035,-0.184179
15.0355,-0.184219
15.036,-0.184259
15.0365,-0.184301
15.037,-0.184344
15.0375,-0.184388
15.038,-0.184433
15.0385,-0.184479
15.039,-0.184526
15.0395,-0.184574
15.04,-0.184624
15.0405,-0.184674
15.041,-0.184726
15.0415,-0.184779
15.042,-0.184833
15.0425,-0.184888
15.043,-0.184945
15.0435,-0.185002
15.044,-0.185061
15.0445,-0.185122
15.045,-0.185183
15.0455,-0.185246
15.046,-0.18531
15.0465,-0.185375
15.047,-0.185442
15.0475,-0.18551
15.048,-0.18558
15.0485,-0.185651
15.049,-0.185723
15.0495,-0.185797
15.05,-0.185872
15.0505,-0.185949
15.051,-0.186027
15.0515,-0.186106
15.052,-0.186187
15.0525,-0.18627
15.053,-0.186354
15.0535,-0.18644
15.054,-0.186527
15.0545,-0.186616
15.055,-0.186707
15.0555,-0.186799
15.056,-0.186893
15.0565,-0.186989
15.057,-0.187086
15.0575,-0.187185
15.058,-0.187286
15.0585,-0.187389
15.059,-0.187493
15.0595,-0.187599
15.06,-0.187707
15.0605,-0.187817
15.061,-0.187929
15.0615,-0.188043
15.062,-0.188159
15.0625,-0.188277
15.063,-0.188396
15.0635,-0.188518
15.064,-0.188642
15.0645,-0.188768
15.065,-0.188896
15.0655,-0.189026
15.066,-0.189159
15.0665,-0.189293
15.067,-0.18943
15.0675,-0.189569
15.068,-0.189711
15.0685,-0.189855
15.069,-0.190001
15.0695,-0.190149
15.07,-0.1903
15.0705,-0.190454
15.071,-0.19061
15.0715,-0.190768
15.072,-0.190929
15.0725,-0.191093
15.073,-0.191259
15.0735,-0.191428
15.074,-0.1916
15.0745,-0.191775
15.075,-0.191952
15.0755,-0.192132
15.076,-0.192315
15.0765,-0.192501
15.077,-0.19269
15.0775,-0.192882
15.078,-0.193078
15.0785,-0.193276
15.079,-0.193477
15.0795,-0.193682
15.08,-0.19389
15.0805,-0.194101
15.081,-0.194315
15.0815,-0.194533
15.082,-0.194755
15.0825,-0.19498
15.083,-0.195208
15.0835,-0.19544
15.084,-0.195676
15.0845,-0.195916
15.085,-0.196159
15.0855,-0.196407
15.086,-0.196658
15.0865,-0.196913
15.087,-0.197172
15.0875,-0.197436
15.088,-0.197703
15.0885,-0.197975
15.089,-0.198251
15.0895,-0.198532
15.09,-0.198817
15.0905,-0.199106
15.091,-0.1994
15.0915,-0.199699
15.092,-0.200003
15.0925,-0.200311
15.093,-0.200625
15.0935,-0.200943
15.094,-0.201267
15.0945,-0.201595
15.095,-0.201929
15.0955,-0.202269
15.096,-0.202613
15.0965,-0.202964
15.097,-0.20332
15.0975,-0.203682
15.098,-0.204049
15.0985,-0.204423
15.099,-0.204802
15.0995,-0.205188
15.1,-0.20558
15.1005,-0.205978
15.101,-0.206383
15.1015,-0.206795
15.102,-0.207213
15.1025,-0.207638
15.103,-0.20807
15.1035,-0.208509
15.104,-0.208956
15.1045,-0.209409
15.105,-0.209871
15.1055,-0.21034
15.106,-0.210816
15.1065,-0.211301
15.107,-0.211793
15.1075,-0.212294
15.108,-0.212803
15.1085,-0.213321
15.109,-0.213848
15.1095,-0.214383
15.11,-0.214927
15.1105,-0.215481
15.111,-0.216044
15.1115,-0.216616
15.112,-0.217198
15.1125,-0.21779
15.113,-0.218393
15.1135,-0.219005
15.114,-0.219628
15.1145,-0.220262
15.115,-0.220907
15.1155,-0.221563
15.116,-0.22223
15.1165,-0.222909
15.117,-0.223599
15.1175,-0.224302
15.118,-0.225017
15.1185,-0.225745
15.119,-0.226485
15.1195,-0.227239
15.12,-0.228006
15.1205,-0.228786
15.121,-0.22958
15.1215,-0.230389
15.122,-0.231212
15.1225,-0.23205
15.123,-0.232902
15.1235,-0.233771
15.124,-0.234654
15.1245,-0.235554
15.125,-0.236471
15.1255,-0.237404
15.126,-0.238354
15.1265,-0.239321
15.127,-0.240306
15.1275,-0.24131
15.128,-0.242332
15.1285,-0.243373
15.129,-0.244433
15.1295,-0.245513
15.13,-0.246613
15.1305,-0.247733
15.131,-0.248875
15.1315,-0.250038
15.132,-0.251224
15.1325,-0.252431
15.133,-0.253662
15.1335,-0.254915
15.134,-0.256193
15.1345,-0.257495
15.135,-0.258822
15.1355,-0.260175
15.136,-0.261553
15.1365,-0.262958
15.137,-0.26439
15.1375,-0.26585
15.138,-0.267338
15.1385,-0.268855
15.139,-0.270402
15.1395,-0.271978
15.14,-0.273585
15.1405,-0.275224
15.141,-0.276895
15.1415,-0.278599
15.142,-0.280336
15.1425,-0.282107
15.143,-0.283912
15.1435,-0.285754
15.144,-0.287631
15.1445,-0.289546
15.145,-0.291498
15.1455,-0.293489
15.146,-0.295519
15.1465,-0.297589
15.147,-0.299699
15.1475,-0.301851
15.148,-0.304045
15.1485,-0.306283
15.149,-0.308564
15.1495,-0.31089
15.15,-0.313261
15.1505,-0.315678
15.151,-0.318143
15.1515,-0.320654
15.152,-0.323215
15.1525,-0.325824
15.153,-0.328484
15.1535,-0.331194
15.154,-0.333955
15.1545,-0.336769
15.155,-0.339635
15.1555,-0.342554
15.156,-0.345527
15.1565,-0.348554
15.157,-0.351637
15.1575,-0.354774
15.158,-0.357967
15.1585,-0.361216
15.159,-0.364521
15.1595,-0.367883
15.16,-0.371301
15.1605,-0.374775
15.161,-0.378306
15.1615,-0.381893
15.162,-0.385536
15.1625,-0.389234
15.163,-0.392987
15.1635,-0.396794
15.164,-0.400655
15.1645,-0.404567
15.165,-0.408531
15.1655,-0.412544
15.166,-0.416605
15.1665,-0.420712
15.167,-0.424864
15.1675,-0.429057
15.168,-0.433289
15.1685,-0.437558
15.169,-0.44186
15.1695,-0.446192
15.17,-0.45055
15.1705,-0.45493
15.171,-0.459329
15.1715,-0.463741
15.172,-0.468161
15.1725,-0.472584
15.173,-0.477004
15.1735,-0.481416
15.174,-0.485812
15.1745,-0.490187
15.175,-0.494533
15.1755,-0.498842
15.176,-0.503107
15.1765,-0.50732
15.177,-0.511471
15.1775,-0.515553
15.178,-0.519557
15.1785,-0.523473
15.179,-0.527291
15.1795,-0.531003
15.18,-0.534598
15.1805,-0.538067
15.181,-0.541399
15.1815,-0.544585
15.182,-0.547615
15.1825,-0.550479
15.183,-0.553168
15.1835,-0.555672
15.184,-0.557982
15.1845,-0.56009
15.185,-0.561987
15.1855,-0.563667
15.186,-0.565121
15.1865,-0.566343
15.187,-0.567327
15.1875,-0.568068
15.188,-0.568563
15.1885,-0.568806
15.189,-0.568795
15.1895,-0.568529
15.19,-0.568007
15.1905,-0.567228
15.191,-0.566193
15.1915,-0.564904
15.192,-0.563364
15.1925,-0.561577
15.193,-0.559546
15.1935,-0.557277
15.194,-0.554776
15.1945,-0.55205
15.195,-0.549106
15.1955,-0.545952
15.196,-0.542596
15.1965,-0.539049
15.197,-0.535319
15.1975,-0.531416
15.198,-0.52735
15.1985,-0.523133
15.199,-0.518774
15.1995,-0.514284
15.2,-0.509674
15.2005,-0.504955
15.201,-0.500137
15.2015,-0.495231
15.202,-0.490247
15.2025,-0.485196
15.203,-0.480087
15.2035,-0.474929
15.204,-0.469733
15.2045,-0.464506
15.205,-0.459258
15.2055,-0.453997
15.206,-0.44873
15.2065,-0.443464
15.207,-0.438208
15.2075,-0.432967
15.208,-0.427747
15.2085,-0.422554
15.209,-0.417394
15.2095,-0.412271
15.21,-0.407189
15.2105,-0.402154
15.211,-0.397169
15.2115,-0.392236
15.212,-0.387361
15.2125,-0.382544
15.213,-0.377788
15.2135,-0.373097
15.214,-0.368471
15.2145,-0.363912
15.215,-0.359421
15.2155,-0.355001
15.216,-0.350651
15.2165,-0.346373
15.217,-0.342166
15.2175,-0.338032
15.218,-0.33397
15.2185,-0.329981
15.219,-0.326065
15.2195,-0.322221
15.22,-0.318449
15.2205,-0.314748
15.221,-0.311119
15.2215,-0.30756
15.222,-0.304071
15.2225,-0.300651
15.223,-0.297299
15.2235,-0.294015
15.224,-0.290797
15.2245,-0.287645
15.225,-0.284558
15.2255,-0.281534
15.226,-0.278573
15.2265,-0.275673
15.227,-0.272833
15.2275,-0.270053
15.228,-0.267332
15.2285,-0.264667
15.229,-0.262059
15.2295,-0.259505
15.23,-0.257005
15.2305,-0.254559
15.231,-0.252163
15.2315,-0.249819
15.232,-0.247524
15.2325,-0.245277
15.233,-0.243078
15.2335,-0.240925
15.234,-0.238818
15.2345,-0.236755
15.235,-0.234735
15.2355,-0.232758
15.236,-0.230822
15.2365,-0.228926
15.237,-0.22707
15.2375,-0.225253
15.238,-0.223473
15.2385,-0.22173
15.239,-0.220023
15.2395,-0.218352
15.24,-0.216714
15.2405,-0.21511
15.241,-0.213539
15.2415,-0.211999
15.242,-0.210491
15.2425,-0.209014
15.243,-0.207565
15.2435,-0.206146
15.244,-0.204756
15.2445,-0.203393
15.245,-0.202056
15.2455,-0.200747
15.246,-0.199463
15.2465,-0.198204
15.247,-0.196969
15.2475,-0.195759
15.248,-0.194571
15.2485,-0.193407
15.249,-0.192265
15.2495,-0.191145
15.25,-0.190045
15.2505,-0.188967
15.251,-0.187909
15.2515,-0.186871
15.252,-0.185852
15.2525,-0.184851
15.253,-0.18387
15.2535,-0.182906
15.254,-0.18196
15.2545,-0.181031
15.255,-0.180118
15.2555,-0.179222
15.256,-0.178342
15.2565,-0.177478
15.257,-0.176629
15.2575,-0.175795
15.258,-0.174976
15.2585,-0.174171
15.259,-0.173379
15.2595,-0.172602
15.26,-0.171838
15.2605,-0.171086
15.261,-0.170348
15.2615,-0.169622
15.262,-0.168908
15.2625,-0.168206
15.263,-0.167516
15.2635,-0.166837
15.264,-0.166169
15.2645,-0.165512
15.265,-0.164866
15.2655,-0.16423
15.266,-0.163604
15.2665,-0.162988
15.267,-0.162382
15.2675,-0.161786
15.268,-0.161199
15.2685,-0.160621
15.269,-0.160052
15.2695,-0.159492
15.27,-0.158941
15.2705,-0.158398
15.271,-0.157863
15.2715,-0.157336
15.272,-0.156817
15.2725,-0.156306
15.273,-0.155802
15.2735,-0.155306
15.274,-0.154817
15.2745,-0.154335
15.275,-0.15386
15.2755,-0.153392
15.276,-0.15293
15.2765,-0.152475
15.277,-0.152027
15.2775,-0.151585
15.278,-0.151149
15.2785,-0.150719
15.279,-0.150295
15.2795,-0.149877
15.28,-0.149464
15.2805,-0.149057
15.281,-0.148656
15.2815,-0.14826
15.282,-0.147869
15.2825,-0.147483
15.283,-0.147103
15.2835,-0.146727
15.284,-0.146356
15.2845,-0.14599
15.285,-0.145629
15.2855,-0.145272
15.286,-0.14492
15.2865,-0.144573
15.287,-0.144229
15.2875,-0.14389
15.288,-0.143555
15.2885,-0.143224
15.289,-0.142898
15.2895,-0.142575
15.29,-0.142256
15.2905,-0.141941
15.291,-0.14163
15.2915,-0.141322
15.292,-0.141018
15.2925,-0.140717
15.293,-0.14042
15.2935,-0.140127
15.294,-0.139837
15.2945,-0.13955
15.295,-0.139266
15.2955,-0.138985
15.296,-0.138708
15.2965,-0.138434
15.297,-0.138163
15.2975,-0.137894
15.298,-0.137629
15.2985,-0.137367
15.299,-0.137107
15.2995,-0.13685
15.3,-0.136596
15.3005,-0.136344
15.301,-0.136096
15.3015,-0.135849
15.302,-0.135606
15.3025,-0.135365
15.303,-0.135126
15.3035,-0.13489
15.304,-0.134656
15.3045,-0.134424
15.305,-0.134195
15.3055,-0.133968
15.306,-0.133743
15.3065,-0.13352
15.307,-0.1333
15.3075,-0.133082
15.308,-0.132866
15.3085,-0.132651
15.309,-0.132439
15.3095,-0.132229
15.31,-0.132021
15.3105,-0.131815
15.311,-0.13161
15.3115,-0.131408
15.312,-0.131207
15.3125,-0.131009
15.313,-0.130811
15.3135,-0.130616
15.314,-0.130423
15.3145,-0.130231
15.315,-0.130041
15.3155,-0.129852
15.316,-0.129665
15.3165,-0.12948
15.317,-0.129296
15.3175,-0.129114
15.318,-0.128933
15.3185,-0.128754
15.319,-0.128577
15.3195,-0.1284
15.32,-0.128226
15.3205,-0.128052
15.321,-0.12788
15.3215,-0.12771
15.322,-0.127541
15.3225,-0.127373
15.323,-0.127206
15.3235,-0.127041
15.324,-0.126877
15.3245,-0.126714
15.325,-0.126553
15.3255,-0.126393
15.326,-0.126233
15.3265,-0.126076
15.327,-0.125919
15.3275,-0.125763
15.328,-0.125609
15.3285,-0.125456
15.329,-0.125304
15.3295,-0.125153
15.33,-0.125003
15.3305,-0.124854
15.331,-0.124706
15.3315,-0.124559
15.332,-0.124413
15.3325,-0.124269
15.333,-0.124125
15.3335,-0.123982
15.334,-0.12384
15.3345,-0.123699
15.335,-0.123559
15.3355,-0.12342
15.336,-0.123282
15.3365,-0.123145
15.337,-0.123009
15.3375,-0.122873
15.338,-0.122739
15.3385,-0.122605
15.339,-0.122472
15.3395,-0.12234
15.34,-0.122209
15.3405,-0.122078
15.341,-0.121949
15.3415,-0.12182
15.342,-0.121692
15.3425,-0.121565
15.343,-0.121438
15.3435,-0.121312
15.344,-0.121187
15.3445,-0.121063
15.345,-0.12094
15.3455,-0.120817
15.346,-0.120695
15.3465,-0.120573
15.347,-0.120453
15.3475,-0.120333
15.348,-0.120213
15.3485,-0.120095
15.349,-0.119976
15.3495,-0.119859
15.35,-0.119742
15.3505,-0.119626
15.351,-0.119511
15.3515,-0.119396
15.352,-0.119281
15.3525,-0.119168
15.353,-0.119055
15.3535,-0.118942
15.354,-0.11883
15.3545,-0.118719
15.355,-0.118608
15.3555,-0.118498
15.356,-0.118388
15.3565,-0.118279
15.357,-0.118171
15.3575,-0.118063
15.358,-0.117955
15.3585,-0.117848
15.359,-0.117742
15.3595,-0.117636
15.36,-0.11753
15.3605,-0.117425
15.361,-0.117321
15.3615,-0.117217
15.362,-0.117113
15.3625,-0.11701
15.363,-0.116908
15.3635,-0.116806
15.364,-0.116704
15.3645,-0.116603
15.365,-0.116502
15.3655,-0.116402
15.366,-0.116302
15.3665,-0.116203
15.367,-0.116104
15.3675,-0.116005
15.368,-0.115907
15.3685,-0.115809
15.369,-0.115712
15.3695,-0.115615
15.37,-0.115519
15.3705,-0.115422
15.371,-0.115327
15.3715,-0.115231
15.372,-0.115137
15.3725,-0.115042
15.373,-0.114948
15.3735,-0.114854
15.374,-0.114761
15.3745,-0.114668
15.375,-0.114575
15.3755,-0.114483
15.376,-0.114391
15.3765,-0.114299
15.377,-0.114208
15.3775,-0.114117
15.378,-0.114026
15.3785,-0.113936
15.379,-0.113846
15.3795,-0.113757
15.38,-0.113668
15.3805,-0.113579
15.381,-0.11349
15.3815,-0.113402
15.382,-0.113314
15.3825,-0.113226
15.383,-0.113139
15.3835,-0.113052
15.384,-0.112965
15.3845,-0.112879
15.385,-0.112793
15.3855,-0.112707
15.386,-0.112621
15.3865,-0.112536
15.387,-0.112451
15.3875,-0.112366
15.388,-0.112282
15.3885,-0.112198
15.389,-0.112114
15.3895,-0.11203
15.39,-0.111947
15.3905,-0.111864
15.391,-0.111781
15.3915,-0.111699
15.392,-0.111616
15.3925,-0.111534
15.393,-0.111453
15.3935,-0.111371
15.394,-0.11129
15.3945,-0.111209
15.395,-0.111128
15.3955,-0.111048
15.396,-0.110967
15.3965,-0.110887
15.397,-0.110808
15.3975,-0.110728
15.398,-0.110649
15.3985,-0.11057
15.399,-0.110491
15.3995,-0.110412
15.4,-0.110334
15.4005,-0.110256
15.401,-0.110178
15.4015,-0.1101
15.402,-0.110022
15.4025,-0.109945
15.403,-0.109868
15.4035,-0.109791
15.404,-0.109714
15.4045,-0.109638
15.405,-0.109562
15.4055,-0.109486
15.406,-0.10941
15.4065,-0.109334
15.407,-0.109259
15.4075,-0.109183
15.408,-0.109108
15.4085,-0.109033
15.409,-0.108959
15.4095,-0.108884
15.41,-0.10881
15.4105,-0.108736
15.411,-0.108662
15.4115,-0.108588
15.412,-0.108515
15.4125,-0.108441
15.413,-0.108368
15.4135,-0.108295
15.414,-0.108222
15.4145,-0.10815
15.415,-0.108077
15.4155,-0.108005
15.416,-0.107933
15.4165,-0.107861
15.417,-0.107789
15.4175,-0.107717
15.418,-0.107646
15.4185,-0.107575
15.419,-0.107503
15.4195,-0.107432
15.42,-0.107362
15.4205,-0.107291
15.421,-0.107221
15.4215,-0.10715
15.422,-0.10708
15.4225,-0.10701
15.423,-0.10694
15.4235,-0.106871
15.424,-0.106801
15.4245,-0.106732
15.425,-0.106662
15.4255,-0.106593
15.426,-0.106524
15.4265,-0.106455
15.427,-0.106387
15.4275,-0.106318
15.428,-0.10625
15.4285,-0.106182
15.429,-0.106114
15.4295,-0.106046
15.43,-0.105978
15.4305,-0.10591
15.431,-0.105843
15.4315,-0.105775
15.432,-0.105708
15.4325,-0.105641
15.433,-0.105574
15.4335,-0.105507
15.434,-0.10544
15.4345,-0.105374
15.435,-0.105307
15.4355,-0.105241
15.436,-0.105175
15.4365,-0.105109
15.437,-0.105043
15.4375,-0.104977
15.438,-0.104911
15.4385,-0.104846
15.439,-0.10478
15.4395,-0.104715
15.44,-0.10465
15.4405,-0.104585
15.441,-0.10452
15.4415,-0.104455
15.442,-0.10439
15.4425,-0.104325
15.443,-0.104261
15.4435,-0.104197
15.444,-0.104132
15.4445,-0.104068
15.445,-0.104004
15.4455,-0.10394
15.446,-0.103877
15.4465,-0.103813
15.447,-0.103749
15.4475,-0.103686
15.448,-0.103622
15.4485,-0.103559
15.449,-0.103496
15.4495,-0.103433
15.45,-0.10337
15.4505,-0.103307
15.451,-0.103245
15.4515,-0.103182
15.452,-0.10312
15.4525,-0.103057
15.453,-0.102995
15.4535,-0.102933
15.454,-0.102871
15.4545,-0.102809
15.455,-0.102747
15.4555,-0.102685
15.456,-0.102623
15.4565,-0.102562
15.457,-0.1025
15.4575,-0.102439
15.458,-0.102378
15.4585,-0.102316
15.459,-0.102255
15.4595,-0.102194
15.46,-0.102133
15.4605,-0.102073
15.461,-0.102012
15.4615,-0.101951
15.462,-0.101891
15.4625,-0.10183
15.463,-0.10177
15.4635,-0.10171
15.464,-0.10165
15.4645,-0.10159
15.465,-0.10153
15.4655,-0.10147
15.466,-0.10141
15.4665,-0.10135
15.467,-0.101291
15.4675,-0.101231
15.468,-0.101172
15.4685,-0.101113
15.469,-0.101053
15.4695,-0.100994
15.47,-0.100935
15.4705,-0.100876
15.471,-0.100817
15.4715,-0.100758
15.472,-0.1007
15.4725,-0.100641
15.473,-0.100583
15.4735,-0.100524
15.474,-0.100466
15.4745,-0.100407
15.475,-0.100349
15.4755,-0.100291
15.476,-0.100233
15.4765,-0.100175
15.477,-0.100117
15.4775,-0.100059
15.478,-0.100001
15.4785,-0.0999438
15.479,-0.0998862
15.4795,-0.0998287
15.48,-0.0997713
15.4805,-0.0997139
15.481,-0.0996567
15.4815,-0.0995995
15.482,-0.0995423
15.4825,-0.0994853
15.483,-0.0994283
15.4835,-0.0993715
15.484,-0.0993147
15.4845,-0.0992579
15.485,-0.0992013
15.4855,-0.0991447
15.486,-0.0990882
15.4865,-0.0990317
15.487,-0.0989754
15.4875,-0.0989191
15.488,-0.0988629
15.4885,-0.0988067
15.489,-0.0987507
15.4895,-0.0986947
15.49,-0.0986387
15.4905,-0.0985829
15.491,-0.0985271
15.4915,-0.0984714
15.492,-0.0984158
15.4925,-0.0983602
15.493,-0.0983047
15.4935,-0.0982493
15.494,-0.0981939
15.4945,-0.0981386
15.495,-0.0980834
15.4955,-0.0980282
15.496,-0.0979732
15.4965,-0.0979181
15.497,-0.0978632
15.4975,-0.0978083
15.498,-0.0977535
15.4985,-0.0976988
15.499,-0.0976441
15.4995,-0.0975895
15.5,-0.0975349
15.502,-0.0972511
15.504,-0.0970355
15.506,-0.0968211
15.508,-0.0966076
15.51,-0.0963951
15.512,-0.0961837
15.514,-0.0959732
15.516,-0.0957637
15.518,-0.0955551
15.52,-0.0953475
15.522,-0.0951409
15.524,-0.0949351
15.526,-0.0947303
15.528,-0.0945263
15.53,-0.0943233
15.532,-0.0941211
15.534,-0.0939199
15.536,-0.0937194
15.538,-0.0935199
15.54,-0.0933212
15.542,-0.0931233
15.544,-0.0929262
15.546,-0.09273
15.548,-0.0925346
15.55,-0.09234
15.552,-0.0921462
15.554,-0.0919532
15.556,-0.091761
15.558,-0.0915696
15.56,-0.091379
15.562,-0.0911891
15.564,-0.091
15.566,-0.0908117
15.568,-0.0906241
15.57,-0.0904372
15.572,-0.0902512
15.574,-0.0900658
15.576,-0.0898812
15.578,-0.0896973
15.58,-0.0895142
15.582,-0.0893317
15.584,-0.08915
15.586,-0.088969
15.588,-0.0887887
15.59,-0.0886091
15.592,-0.0884303
15.594,-0.0882521
15.596,-0.0880746
15.598,-0.0878978
15.6,-0.0877217
15.602,-0.0875463
15.604,-0.0873716
15.606,-0.0871975
15.608,-0.0870241
15.61,-0.0868514
15.612,-0.0866794
15.614,-0.0865081
15.616,-0.0863374
15.618,-0.0861674
15.62,-0.085998
15.622,-0.0858293
15.624,-0.0856612
15.625,-0.0855775
15.626,-0.0854938
15.628,-0.0853271
15.63,-0.085161
15.632,-0.0849956
15.634,-0.0848308
15.636,-0.0846667
15.638,-0.0845032
15.64,-0.0843403
15.642,-0.0841781
15.644,-0.0840165
15.646,-0.0838556
15.648,-0.0836953
15.65,-0.0835356
15.652,-0.0833766
15.654,-0.0832182
15.656,-0.0830604
15.658,-0.0829033
15.66,-0.0827468
15.662,-0.0825909
15.664,-0.0824356
15.666,-0.082281
15.668,-0.082127
15.67,-0.0819736
15.672,-0.0818208
15.674,-0.0816687
15.676,-0.0815171
15.678,-0.0813662
15.68,-0.0812159
15.682,-0.0810662
15.684,-0.0809172
15.686,-0.0807687
15.688,-0.0806209
15.69,-0.0804736
15.692,-0.080327
15.694,-0.080181
15.696,-0.0800356
15.698,-0.0798908
15.7,-0.0797466
15.702,-0.079603
15.704,-0.0794601
15.706,-0.0793177
15.708,-0.079176
15.71,-0.0790348
15.712,-0.0788943
15.714,-0.0787543
15.716,-0.078615
15.718,-0.0784763
15.72,-0.0783381
15.722,-0.0782006
15.724,-0.0780637
15.726,-0.0779273
15.728,-0.0777916
15.73,-0.0776565
15.732,-0.077522
15.734,-0.077388
15.736,-0.0772547
15.738,-0.077122
15.74,-0.0769899
15.742,-0.0768583
15.744,-0.0767274
15.746,-0.0765971
15.748,-0.0764673
15.75,-0.0763382
15.752,-0.0762096
15.754,-0.0760817
15.756,-0.0759543
15.758,-0.0758276
15.76,-0.0757014
15.762,-0.0755759
15.764,-0.0754509
15.766,-0.0753265
15.768,-0.0752027
15.77,-0.0750796
15.772,-0.074957
15.774,-0.074835
15.776,-0.0747136
15.778,-0.0745928
15.78,-0.0744726
